GOOG,0.0195
AAPL,0.01307
FB,0.28509
BABA,0.39727
AMZN,0.01287
GE,0.0
AMD,0.0
WMT,0.0
BAC,0.0
GM,0.0
T,0.0
UAA,0.0
SHLD,0.0
XOM,0.0
RRC,0.0
BBY,0.00138
MA,0.22798
PFE,0.04284
JPM,0.0
SBUX,0.0
