Date,Price,Open,High,Low,Change %
"May 26, 1997",12.6957,12.6749,12.7376,12.6703,0.29%
"May 27, 1997",12.6368,12.6899,12.7002,12.5973,-0.46%
"May 28, 1997",12.7079,12.6305,12.7118,12.6156,0.56%
"May 29, 1997",12.6992,12.6993,12.7306,12.6454,-0.07%
"May 30, 1997",12.7153,12.6981,12.7261,12.6641,0.13%
"Jun 02, 1997",12.6739,12.7129,12.7308,12.613,-0.33%
"Jun 03, 1997",12.6564,12.6731,12.6897,12.6169,-0.14%
"Jun 04, 1997",12.6468,12.6467,12.6792,12.5653,-0.08%
"Jun 05, 1997",12.6515,12.6483,12.6707,12.6053,0.04%
"Jun 06, 1997",12.6421,12.6492,12.6551,12.5344,-0.07%
"Jun 09, 1997",12.6951,12.6366,12.6951,12.6172,0.42%
"Jun 10, 1997",12.6742,12.6908,12.7035,12.64,-0.16%
"Jun 11, 1997",12.6725,12.6737,12.7269,12.6482,-0.01%
"Jun 12, 1997",12.646,12.6759,12.6794,12.5832,-0.21%
"Jun 13, 1997",12.6582,12.6293,12.7031,12.6047,0.10%
"Jun 16, 1997",12.6798,12.6519,12.6953,12.6411,0.17%
"Jun 17, 1997",12.6909,12.6696,12.6963,12.6361,0.09%
"Jun 18, 1997",12.6922,12.6959,12.7192,12.6548,0.01%
"Jun 19, 1997",12.7569,12.6798,12.7716,12.6712,0.51%
"Jun 20, 1997",12.8287,12.7564,12.8403,12.7332,0.56%
"Jun 23, 1997",12.9447,12.82,12.9636,12.796,0.90%
"Jun 24, 1997",12.9306,12.9245,12.9512,12.8612,-0.11%
"Jun 25, 1997",12.8846,12.9325,12.9496,12.8559,-0.36%
"Jun 26, 1997",12.9085,12.8815,12.9295,12.8644,0.19%
"Jun 27, 1997",12.8859,12.9011,12.9539,12.8617,-0.18%
"Jun 30, 1997",12.9026,12.8942,12.9267,12.8623,0.13%
"Jul 01, 1997",12.8471,12.9002,12.9222,12.8101,-0.43%
"Jul 02, 1997",12.9947,12.842,13.0064,12.774,1.15%
"Jul 03, 1997",13.0952,12.9894,13.1113,12.9347,0.77%
"Jul 04, 1997",13.0577,13.087,13.0948,13.0297,-0.29%
"Jul 07, 1997",13.0758,13.0731,13.1095,13.0132,0.14%
"Jul 08, 1997",13.0582,13.0769,13.132,13.0239,-0.13%
"Jul 09, 1997",13.0589,13.0469,13.0892,13.022,0.01%
"Jul 10, 1997",13.0691,13.055,13.1037,13.0261,0.08%
"Jul 11, 1997",13.0998,13.0582,13.1619,13.0535,0.23%
"Jul 14, 1997",13.0982,13.0722,13.1264,13.0513,-0.01%
"Jul 15, 1997",13.0109,13.0802,13.1054,12.919,-0.67%
"Jul 16, 1997",13.0028,12.9962,13.0306,12.9447,-0.06%
"Jul 17, 1997",12.9688,12.9842,13.0188,12.8936,-0.26%
"Jul 18, 1997",13.0099,12.9602,13.0269,12.9331,0.32%
"Jul 21, 1997",13.0104,13.0025,13.0331,12.9552,0.00%
"Jul 22, 1997",12.9983,12.9996,13.037,12.9399,-0.09%
"Jul 23, 1997",13.0111,12.9944,13.0669,12.9405,0.10%
"Jul 24, 1997",12.963,13.0071,13.0123,12.9153,-0.37%
"Jul 25, 1997",12.8637,12.9473,12.9606,12.8429,-0.77%
"Jul 28, 1997",12.6402,12.8615,12.9,12.5931,-1.74%
"Jul 29, 1997",12.6246,12.6374,12.6625,12.5669,-0.12%
"Jul 30, 1997",12.6292,12.6133,12.6542,12.546,0.04%
"Jul 31, 1997",12.6999,12.6296,12.7402,12.6033,0.56%
"Aug 01, 1997",12.6319,12.6975,12.7248,12.6164,-0.54%
"Aug 04, 1997",12.6353,12.6284,12.6363,12.5774,0.03%
"Aug 05, 1997",12.5721,12.6442,12.659,12.5499,-0.50%
"Aug 06, 1997",12.4192,12.5643,12.5838,12.3121,-1.22%
"Aug 07, 1997",12.2901,12.4068,12.4623,12.2076,-1.04%
"Aug 08, 1997",12.3052,12.2947,12.3427,12.1255,0.12%
"Aug 11, 1997",12.3294,12.2772,12.3467,12.2672,0.20%
"Aug 12, 1997",12.2348,12.3325,12.3377,12.1805,-0.77%
"Aug 13, 1997",12.2643,12.2316,12.2862,12.163,0.24%
"Aug 14, 1997",12.3294,12.2665,12.3402,12.2143,0.53%
"Aug 15, 1997",12.4701,12.3217,12.4996,12.3047,1.14%
"Aug 18, 1997",12.429,12.4654,12.5135,12.4063,-0.33%
"Aug 19, 1997",12.4207,12.4204,12.4837,12.3932,-0.07%
"Aug 20, 1997",12.3316,12.4111,12.418,12.2978,-0.72%
"Aug 21, 1997",12.3227,12.33,12.3955,12.2679,-0.07%
"Aug 22, 1997",12.4583,12.3181,12.5148,12.2672,1.10%
"Aug 25, 1997",12.4384,12.4578,12.4693,12.3941,-0.16%
"Aug 26, 1997",12.4782,12.4314,12.5726,12.4143,0.32%
"Aug 27, 1997",12.4989,12.4817,12.5198,12.4143,0.17%
"Aug 28, 1997",12.5495,12.4849,12.557,12.4252,0.40%
"Aug 29, 1997",12.5581,12.5371,12.5928,12.5051,0.07%
"Sep 01, 1997",12.4689,12.4936,12.5238,12.4309,-0.71%
"Sep 02, 1997",12.3181,12.4611,12.4739,12.2868,-1.21%
"Sep 03, 1997",12.2983,12.3224,12.3956,12.255,-0.16%
"Sep 04, 1997",12.2639,12.2859,12.3093,12.2214,-0.28%
"Sep 05, 1997",12.3417,12.2635,12.3635,12.2487,0.63%
"Sep 08, 1997",12.2364,12.3139,12.3515,12.2317,-0.85%
"Sep 09, 1997",12.3193,12.2464,12.3323,12.2289,0.68%
"Sep 10, 1997",12.2941,12.3342,12.3389,12.2554,-0.20%
"Sep 11, 1997",12.3974,12.2933,12.4269,12.2668,0.84%
"Sep 12, 1997",12.4644,12.3796,12.4718,12.3514,0.54%
"Sep 15, 1997",12.4404,12.4047,12.46,12.3842,-0.19%
"Sep 16, 1997",12.3649,12.433,12.4428,12.2928,-0.61%
"Sep 17, 1997",12.3958,12.3602,12.4289,12.3012,0.25%
"Sep 18, 1997",12.4693,12.3835,12.5274,12.3493,0.59%
"Sep 19, 1997",12.4758,12.4608,12.5025,12.4142,0.05%
"Sep 22, 1997",12.4209,12.4608,12.4859,12.3807,-0.44%
"Sep 23, 1997",12.4948,12.4158,12.5014,12.4053,0.59%
"Sep 24, 1997",12.4893,12.4964,12.5283,12.4521,-0.04%
"Sep 25, 1997",12.6126,12.4853,12.6126,12.4569,0.99%
"Sep 26, 1997",12.4311,12.6041,12.6126,12.3769,-1.44%
"Sep 29, 1997",12.4617,12.4806,12.5421,12.4242,0.25%
"Sep 30, 1997",12.5239,12.4659,12.5356,12.4493,0.50%
"Oct 01, 1997",12.5101,12.517,12.5411,12.4534,-0.11%
"Oct 02, 1997",12.4993,12.4766,12.5196,12.4581,-0.09%
"Oct 03, 1997",12.5085,12.4962,12.5178,12.3668,0.07%
"Oct 06, 1997",12.4975,12.4937,12.5296,12.4542,-0.09%
"Oct 07, 1997",12.5587,12.4851,12.5848,12.4828,0.49%
"Oct 08, 1997",12.5527,12.5664,12.586,12.5072,-0.05%
"Oct 09, 1997",12.5675,12.5407,12.6154,12.5227,0.12%
"Oct 10, 1997",12.5481,12.5666,12.5865,12.5125,-0.15%
"Oct 13, 1997",12.5586,12.5428,12.5717,12.523,0.08%
"Oct 14, 1997",12.5467,12.5632,12.5722,12.4944,-0.09%
"Oct 15, 1997",12.5593,12.5363,12.5758,12.4953,0.10%
"Oct 16, 1997",12.5226,12.5634,12.5711,12.5046,-0.29%
"Oct 17, 1997",12.5117,12.5148,12.553,12.4761,-0.09%
"Oct 20, 1997",12.6555,12.603,12.6648,12.587,1.15%
"Oct 21, 1997",12.6535,12.6525,12.706,12.6226,-0.02%
"Oct 22, 1997",12.6472,12.6504,12.6875,12.601,-0.05%
"Oct 23, 1997",12.6331,12.6394,12.664,12.4195,-0.11%
"Oct 24, 1997",12.6233,12.639,12.675,12.5732,-0.08%
"Oct 27, 1997",12.8638,12.6388,12.8741,12.6291,1.91%
"Oct 28, 1997",12.8867,12.8591,13.0499,12.8514,0.18%
"Oct 29, 1997",12.9296,12.8634,12.9481,12.8417,0.33%
"Oct 30, 1997",12.9215,12.8851,12.9611,12.8392,-0.06%
"Oct 31, 1997",12.9362,12.8967,12.9882,12.8751,0.11%
"Nov 03, 1997",12.9639,12.9662,12.9909,12.9153,0.21%
"Nov 04, 1997",13.0271,12.9613,13.0524,12.9536,0.49%
"Nov 05, 1997",13.006,13.0262,13.0348,12.9168,-0.16%
"Nov 06, 1997",13.0849,12.9913,13.1105,12.9295,0.61%
"Nov 07, 1997",13.0607,13.0631,13.1165,13.0087,-0.18%
"Nov 10, 1997",13.121,13.0203,13.1386,12.9724,0.46%
"Nov 11, 1997",13.1767,13.1163,13.2058,13.1163,0.42%
"Nov 12, 1997",13.1774,13.1835,13.2569,13.1504,0.01%
"Nov 13, 1997",13.1258,13.154,13.1813,13.0878,-0.39%
"Nov 14, 1997",13.083,13.1172,13.1405,13.0528,-0.33%
"Nov 17, 1997",13.1139,13.0637,13.1249,13.0214,0.24%
"Nov 18, 1997",13.0719,13.1134,13.1233,13.0634,-0.32%
"Nov 19, 1997",13.0723,13.0783,13.1039,13.0264,0.00%
"Nov 20, 1997",13.0526,13.0684,13.1371,13.0389,-0.15%
"Nov 21, 1997",13.0916,13.0482,13.1016,13.0127,0.30%
"Nov 24, 1997",13.07,13.0568,13.1127,13.0444,-0.16%
"Nov 25, 1997",12.9612,13.0683,13.08,12.938,-0.83%
"Nov 26, 1997",12.9353,12.9666,12.9829,12.8993,-0.20%
"Nov 27, 1997",12.9284,12.9349,12.9548,12.8844,-0.05%
"Nov 28, 1997",13.0565,12.9213,13.0642,12.9172,0.99%
"Dec 01, 1997",13.0276,13.0716,13.0763,12.9508,-0.22%
"Dec 02, 1997",13.0114,13.0329,13.0659,12.9975,-0.12%
"Dec 03, 1997",13.0266,13.0029,13.0367,12.9889,0.12%
"Dec 04, 1997",12.8882,13.0141,13.0389,12.8711,-1.06%
"Dec 05, 1997",12.834,12.8866,12.9023,12.766,-0.42%
"Dec 08, 1997",12.7521,12.8324,12.8374,12.7126,-0.64%
"Dec 09, 1997",12.7841,12.7567,12.8059,12.7145,0.25%
"Dec 10, 1997",12.7782,12.7816,12.802,12.7193,-0.05%
"Dec 11, 1997",12.8401,12.7549,12.8602,12.7549,0.48%
"Dec 12, 1997",12.7983,12.8502,12.906,12.7596,-0.33%
"Dec 15, 1997",12.6588,12.7586,12.7897,12.6234,-1.09%
"Dec 16, 1997",12.6743,12.6502,12.6952,12.6079,0.12%
"Dec 17, 1997",12.7936,12.6735,12.8448,12.6657,0.94%
"Dec 18, 1997",12.8994,12.7897,12.918,12.7665,0.83%
"Dec 19, 1997",12.9464,12.8993,12.99,12.8694,0.36%
"Dec 22, 1997",12.8921,12.9223,12.9515,12.8564,-0.42%
"Dec 23, 1997",12.922,12.8797,12.9625,12.8423,0.23%
"Dec 24, 1997",12.93,12.9119,12.9733,12.8716,0.06%
"Dec 25, 1997",12.9603,12.9215,12.9649,12.9176,0.23%
"Dec 26, 1997",13.0055,12.9532,13.0179,12.9151,0.35%
"Dec 29, 1997",12.9565,12.9818,13.013,12.9215,-0.38%
"Dec 30, 1997",12.8328,12.9417,12.9656,12.8059,-0.95%
"Dec 31, 1997",12.7645,12.8281,12.8555,12.7074,-0.53%
"Jan 02, 1998",12.7487,12.764,12.7734,12.6666,-0.12%
"Jan 05, 1998",12.6286,12.7254,12.7624,12.5766,-0.94%
"Jan 06, 1998",12.5879,12.6278,12.6786,12.5759,-0.32%
"Jan 07, 1998",12.5727,12.5813,12.6046,12.533,-0.12%
"Jan 08, 1998",12.4894,12.5684,12.6033,12.4649,-0.66%
"Jan 09, 1998",12.4984,12.4934,12.5818,12.4764,0.07%
"Jan 12, 1998",12.5573,12.4927,12.5731,12.4514,0.47%
"Jan 13, 1998",12.6616,12.5588,12.7024,12.551,0.83%
"Jan 14, 1998",12.6117,12.6555,12.6618,12.58,-0.39%
"Jan 15, 1998",12.6215,12.6062,12.6579,12.5862,0.08%
"Jan 16, 1998",12.6619,12.6153,12.6748,12.5842,0.32%
"Jan 19, 1998",12.6611,12.6543,12.7234,12.6321,-0.01%
"Jan 20, 1998",12.5842,12.671,12.6847,12.5558,-0.61%
"Jan 21, 1998",12.6193,12.5833,12.6391,12.5319,0.28%
"Jan 22, 1998",12.7631,12.6251,12.795,12.6011,1.14%
"Jan 23, 1998",12.9441,12.7569,12.9718,12.7453,1.42%
"Jan 26, 1998",12.835,12.964,13.0552,12.7863,-0.84%
"Jan 27, 1998",12.7112,12.8241,12.8846,12.7042,-0.96%
"Jan 28, 1998",12.7044,12.7119,12.748,12.6221,-0.05%
"Jan 29, 1998",12.6818,12.7032,12.7329,12.6475,-0.18%
"Jan 30, 1998",12.6343,12.6825,12.7104,12.612,-0.37%
"Feb 02, 1998",12.6821,12.6296,12.6852,12.5712,0.38%
"Feb 03, 1998",12.7334,12.6815,12.7614,12.6545,0.40%
"Feb 04, 1998",12.8139,12.7288,12.8341,12.6854,0.63%
"Feb 05, 1998",12.7989,12.8092,12.8397,12.753,-0.12%
"Feb 06, 1998",12.7166,12.7787,12.7923,12.7023,-0.64%
"Feb 09, 1998",12.6129,12.6832,12.7368,12.5776,-0.82%
"Feb 10, 1998",12.5793,12.6013,12.6424,12.537,-0.27%
"Feb 11, 1998",12.6347,12.5762,12.6597,12.5394,0.44%
"Feb 12, 1998",12.6937,12.6331,12.709,12.613,0.47%
"Feb 13, 1998",12.7032,12.6804,12.7132,12.63,0.07%
"Feb 16, 1998",12.6819,12.6981,12.7162,12.6517,-0.17%
"Feb 17, 1998",12.6391,12.6749,12.7064,12.6074,-0.34%
"Feb 18, 1998",12.6866,12.6418,12.7338,12.5885,0.38%
"Feb 19, 1998",12.6764,12.6779,12.7138,12.646,-0.08%
"Feb 20, 1998",12.6824,12.6722,12.7019,12.6484,0.05%
"Feb 23, 1998",12.7573,12.6693,12.7895,12.637,0.59%
"Feb 24, 1998",12.7809,12.7398,12.8072,12.7173,0.18%
"Feb 25, 1998",12.7337,12.7685,12.7932,12.7073,-0.37%
"Feb 26, 1998",12.7262,12.7166,12.77,12.67,-0.06%
"Feb 27, 1998",12.7306,12.723,12.7865,12.7106,0.03%
"Mar 02, 1998",12.7584,12.7256,12.8755,12.7231,0.22%
"Mar 03, 1998",12.7776,12.7477,12.8236,12.723,0.15%
"Mar 04, 1998",12.7539,12.7748,12.7961,12.727,-0.19%
"Mar 05, 1998",12.6513,12.7565,12.7931,12.6095,-0.80%
"Mar 06, 1998",12.6632,12.6404,12.7035,12.6174,0.09%
"Mar 09, 1998",12.6888,12.6783,12.6993,12.6356,0.20%
"Mar 10, 1998",12.7064,12.6833,12.7141,12.6401,0.14%
"Mar 11, 1998",12.7641,12.7063,12.7811,12.6785,0.45%
"Mar 12, 1998",12.8327,12.7637,12.8526,12.7425,0.54%
"Mar 13, 1998",12.9446,12.8271,12.972,12.8086,0.87%
"Mar 16, 1998",12.9178,12.9471,12.9612,12.8798,-0.21%
"Mar 17, 1998",12.9731,12.9131,12.9833,12.8863,0.43%
"Mar 18, 1998",12.9473,12.9745,13.0044,12.9181,-0.20%
"Mar 19, 1998",12.9112,12.9359,12.9431,12.8883,-0.28%
"Mar 20, 1998",12.9255,12.8988,12.941,12.8586,0.11%
"Mar 23, 1998",13.0057,12.9212,13.0344,12.8963,0.62%
"Mar 24, 1998",12.974,12.9928,13.0089,12.9491,-0.24%
"Mar 25, 1998",12.9789,12.9669,12.9938,12.9375,0.04%
"Mar 26, 1998",13.0646,12.9758,13.0838,12.9538,0.66%
"Mar 27, 1998",13.0342,13.0618,13.0894,13.0095,-0.23%
"Mar 30, 1998",12.9956,13.0326,13.0604,12.9738,-0.30%
"Mar 31, 1998",12.9629,12.9847,13.0518,12.9263,-0.25%
"Apr 01, 1998",12.9501,12.9553,13.0035,12.9248,-0.10%
"Apr 02, 1998",12.899,12.9594,12.9731,12.8756,-0.39%
"Apr 03, 1998",12.8463,12.8947,12.9276,12.8222,-0.41%
"Apr 06, 1998",12.915,12.8246,12.9243,12.8174,0.53%
"Apr 07, 1998",12.9235,12.9041,12.9362,12.8814,0.07%
"Apr 08, 1998",12.9863,12.9129,13.023,12.8871,0.49%
"Apr 09, 1998",12.9378,12.9688,13.021,12.914,-0.37%
"Apr 10, 1998",12.9722,12.933,12.9916,12.9237,0.27%
"Apr 13, 1998",12.9128,12.9477,12.9743,12.8996,-0.46%
"Apr 14, 1998",13.0579,12.9112,13.0912,12.9004,1.12%
"Apr 15, 1998",13.0532,13.0648,13.0804,13.0005,-0.04%
"Apr 16, 1998",13.1052,13.0446,13.1259,13.019,0.40%
"Apr 17, 1998",13.0511,13.1002,13.1517,13.0286,-0.41%
"Apr 20, 1998",12.9942,13.039,13.067,12.9481,-0.44%
"Apr 21, 1998",12.973,12.9934,13.0324,12.9644,-0.16%
"Apr 22, 1998",12.9618,12.9683,13.0457,12.9096,-0.09%
"Apr 23, 1998",12.9113,12.9553,12.9679,12.849,-0.39%
"Apr 24, 1998",12.9259,12.914,12.9582,12.885,0.11%
"Apr 27, 1998",12.9762,12.9184,13.0023,12.8795,0.39%
"Apr 28, 1998",12.9107,12.9602,12.985,12.8942,-0.50%
"Apr 29, 1998",12.9373,12.9013,12.9577,12.891,0.21%
"Apr 30, 1998",12.9477,12.9293,12.9824,12.9001,0.08%
"May 01, 1998",12.9144,12.9415,12.9732,12.8314,-0.26%
"May 04, 1998",12.9137,12.8733,12.944,12.8671,-0.01%
"May 05, 1998",12.8745,12.912,12.9241,12.8349,-0.30%
"May 06, 1998",12.8685,12.8757,12.901,12.8401,-0.05%
"May 07, 1998",12.7755,12.8657,12.8776,12.7412,-0.72%
"May 08, 1998",12.6862,12.7704,12.7785,12.6549,-0.70%
"May 11, 1998",12.636,12.6779,12.7418,12.6174,-0.40%
"May 12, 1998",12.6466,12.6394,12.6803,12.6183,0.08%
"May 13, 1998",12.6379,12.6453,12.6876,12.6187,-0.07%
"May 14, 1998",12.6304,12.6414,12.6481,12.5431,-0.06%
"May 15, 1998",12.603,12.6339,12.6685,12.5789,-0.22%
"May 18, 1998",12.5833,12.5588,12.5953,12.5154,-0.16%
"May 19, 1998",12.5696,12.5859,12.6332,12.5545,-0.11%
"May 20, 1998",12.6574,12.5832,12.6737,12.5731,0.70%
"May 21, 1998",12.628,12.6507,12.6709,12.5944,-0.23%
"May 22, 1998",12.632,12.6238,12.6594,12.5994,0.03%
"May 25, 1998",12.6223,12.6431,12.6509,12.6013,-0.08%
"May 26, 1998",12.67,12.6161,12.697,12.6049,0.38%
"May 27, 1998",12.6397,12.671,12.7264,12.6113,-0.24%
"May 28, 1998",12.601,12.6269,12.6679,12.5572,-0.31%
"May 29, 1998",12.6352,12.6067,12.6634,12.5694,0.27%
"Jun 01, 1998",12.7088,12.6513,12.7302,12.6068,0.58%
"Jun 02, 1998",12.7008,12.7038,12.7169,12.6614,-0.06%
"Jun 03, 1998",12.701,12.6983,12.715,12.6362,0.00%
"Jun 04, 1998",12.6818,12.7037,12.8126,12.6603,-0.15%
"Jun 05, 1998",12.6636,12.676,12.7092,12.6417,-0.14%
"Jun 08, 1998",12.658,12.6502,12.6727,12.6292,-0.04%
"Jun 09, 1998",12.6821,12.6533,12.6951,12.6292,0.19%
"Jun 10, 1998",12.6197,12.6696,12.698,12.5897,-0.49%
"Jun 11, 1998",12.6164,12.6115,12.6705,12.5897,-0.03%
"Jun 12, 1998",12.6611,12.6121,12.6677,12.5944,0.35%
"Jun 15, 1998",12.6632,12.6487,12.683,12.5861,0.02%
"Jun 16, 1998",12.7897,12.6531,12.8169,12.6439,1.00%
"Jun 17, 1998",12.9157,12.7861,12.9281,12.7825,0.99%
"Jun 18, 1998",12.9392,12.9102,12.9944,12.8672,0.18%
"Jun 19, 1998",12.9425,12.943,12.9947,12.9103,0.03%
"Jun 22, 1998",12.9701,12.8967,12.9817,12.8492,0.21%
"Jun 23, 1998",12.9034,12.9487,12.9846,12.8672,-0.51%
"Jun 24, 1998",12.9213,12.9037,12.9546,12.8758,0.14%
"Jun 25, 1998",12.9505,12.9178,12.9699,12.8852,0.23%
"Jun 26, 1998",12.8854,12.9431,12.9811,12.8361,-0.50%
"Jun 29, 1998",12.9112,12.8482,12.9407,12.8431,0.20%
"Jun 30, 1998",12.922,12.9095,12.9479,12.8726,0.08%
"Jul 01, 1998",12.8631,12.9057,12.9307,12.8308,-0.46%
"Jul 02, 1998",12.8422,12.8506,12.8877,12.8121,-0.16%
"Jul 03, 1998",12.764,12.8414,12.8664,12.7407,-0.61%
"Jul 06, 1998",12.6974,12.7485,12.7807,12.6694,-0.52%
"Jul 07, 1998",12.6869,12.7028,12.7272,12.6461,-0.08%
"Jul 08, 1998",12.6912,12.6938,12.7074,12.6602,0.03%
"Jul 09, 1998",12.6472,12.6904,12.6959,12.6029,-0.35%
"Jul 10, 1998",12.6348,12.6425,12.6689,12.6129,-0.10%
"Jul 13, 1998",12.7162,12.627,12.7469,12.6208,0.64%
"Jul 14, 1998",12.6656,12.7114,12.7254,12.6486,-0.40%
"Jul 15, 1998",12.6764,12.6594,12.7189,12.6309,0.09%
"Jul 16, 1998",12.7117,12.6733,12.7249,12.653,0.28%
"Jul 17, 1998",12.7491,12.7444,12.7491,12.7444,0.29%
"Jul 20, 1998",12.7638,12.7447,12.7872,12.725,0.12%
"Jul 21, 1998",12.7361,12.7516,12.7836,12.716,-0.22%
"Jul 22, 1998",12.7375,12.7312,12.7375,12.7312,0.01%
"Jul 23, 1998",12.7952,12.7312,12.8037,12.6835,0.45%
"Jul 24, 1998",12.8603,12.7864,12.8772,12.7771,0.51%
"Jul 27, 1998",12.8333,12.8423,12.8608,12.8089,-0.21%
"Jul 28, 1998",12.7569,12.8236,12.8461,12.7513,-0.60%
"Jul 29, 1998",12.7179,12.7615,12.7844,12.7027,-0.31%
"Jul 30, 1998",12.6804,12.7364,12.7512,12.657,-0.29%
"Jul 31, 1998",12.6631,12.6741,12.6971,12.6259,-0.14%
"Aug 03, 1998",12.6089,12.661,12.6691,12.5602,-0.43%
"Aug 04, 1998",12.692,12.6046,12.7028,12.5855,0.66%
"Aug 05, 1998",12.6808,12.6881,12.7227,12.6629,-0.09%
"Aug 06, 1998",12.6594,12.6765,12.6994,12.6341,-0.17%
"Aug 07, 1998",12.6257,12.6558,12.682,12.6052,-0.27%
"Aug 10, 1998",12.6688,12.6123,12.6825,12.589,0.34%
"Aug 11, 1998",12.6351,12.6641,12.682,12.6162,-0.27%
"Aug 12, 1998",12.6057,12.6371,12.6696,12.6007,-0.23%
"Aug 13, 1998",12.5896,12.5945,12.6325,12.5579,-0.13%
"Aug 14, 1998",12.5291,12.5892,12.6013,12.5213,-0.48%
"Aug 17, 1998",12.517,12.5458,12.5511,12.4592,-0.10%
"Aug 18, 1998",12.5269,12.5108,12.5426,12.4893,0.08%
"Aug 19, 1998",12.5703,12.53,12.5795,12.5083,0.35%
"Aug 20, 1998",12.6278,12.5664,12.6562,12.5618,0.46%
"Aug 21, 1998",12.6895,12.6154,12.7012,12.6104,0.49%
"Aug 24, 1998",12.7129,12.6645,12.7307,12.6502,0.18%
"Aug 25, 1998",12.7006,12.7145,12.7246,12.6616,-0.10%
"Aug 26, 1998",12.6887,12.6983,12.7231,12.6575,-0.09%
"Aug 27, 1998",12.8167,12.6902,12.8287,12.6865,1.01%
"Aug 28, 1998",13.0235,12.8079,13.056,12.7405,1.61%
"Aug 31, 1998",13.0389,13.0267,13.0413,12.8808,0.12%
"Sep 01, 1998",12.9796,13.0267,13.0614,12.9468,-0.45%
"Sep 02, 1998",12.9386,12.9749,13.0027,12.8967,-0.32%
"Sep 03, 1998",12.984,12.9238,13.0902,12.923,0.35%
"Sep 04, 1998",12.913,12.9787,13.0003,12.8973,-0.55%
"Sep 07, 1998",12.9146,12.8952,12.9834,12.8951,0.01%
"Sep 08, 1998",12.8413,12.9137,12.9243,12.8011,-0.57%
"Sep 09, 1998",12.9343,12.8285,12.9382,12.7944,0.72%
"Sep 10, 1998",13.0967,12.9412,13.1331,12.9241,1.26%
"Sep 11, 1998",12.9692,13.0842,13.1319,12.9572,-0.97%
"Sep 14, 1998",13.0113,12.9292,13.0194,12.9253,0.32%
"Sep 15, 1998",12.9956,12.9988,13.0413,12.9518,-0.12%
"Sep 16, 1998",13.0081,12.9833,13.0198,12.9275,0.10%
"Sep 17, 1998",13.0363,13.0033,13.1188,12.9868,0.22%
"Sep 18, 1998",13.0446,13.0278,13.0696,12.9898,0.06%
"Sep 21, 1998",13.0352,13.0003,13.0926,12.9851,-0.07%
"Sep 22, 1998",13.0283,13.0313,13.0728,12.9439,-0.05%
"Sep 23, 1998",13.0604,13.0244,13.0721,12.986,0.25%
"Sep 24, 1998",13.1367,13.0557,13.1725,12.9913,0.58%
"Sep 25, 1998",13.1634,13.1398,13.2335,13.0987,0.20%
"Sep 28, 1998",13.2553,13.1509,13.2568,13.1061,0.70%
"Sep 29, 1998",13.2452,13.2482,13.2883,13.2016,-0.08%
"Sep 30, 1998",13.1613,13.2405,13.2651,13.127,-0.63%
"Oct 01, 1998",13.2027,13.1709,13.2373,13.1221,0.31%
"Oct 02, 1998",13.1662,13.191,13.262,13.1409,-0.28%
"Oct 05, 1998",13.0473,13.1592,13.1771,13.0363,-0.90%
"Oct 06, 1998",13.0598,13.0464,13.081,13.0179,0.10%
"Oct 07, 1998",13.1738,13.0318,13.2295,12.986,0.87%
"Oct 08, 1998",13.259,13.1699,13.4581,13.1484,0.65%
"Oct 09, 1998",13.2128,13.2659,13.3064,13.1343,-0.35%
"Oct 12, 1998",13.1025,13.1729,13.2016,13.0666,-0.83%
"Oct 13, 1998",13.2175,13.1179,13.2175,13.0627,0.88%
"Oct 14, 1998",13.2148,13.2185,13.2357,13.1535,-0.02%
"Oct 15, 1998",13.25,13.2247,13.2653,13.1427,0.27%
"Oct 16, 1998",13.1881,13.2491,13.2669,13.1288,-0.47%
"Oct 19, 1998",13.1762,13.1976,13.22,13.146,-0.09%
"Oct 20, 1998",13.2472,13.1653,13.2556,13.1014,0.54%
"Oct 21, 1998",13.1501,13.2297,13.2508,13.1337,-0.73%
"Oct 22, 1998",13.1376,13.1453,13.1676,13.071,-0.10%
"Oct 23, 1998",13.0874,13.1406,13.1523,13.0648,-0.38%
"Oct 26, 1998",12.8905,13.0648,13.092,12.8711,-1.50%
"Oct 27, 1998",12.9898,12.8982,13.0013,12.8804,0.77%
"Oct 28, 1998",12.9641,12.9792,13.0108,12.9245,-0.20%
"Oct 29, 1998",12.9817,12.9641,13.0267,12.9609,0.14%
"Oct 30, 1998",12.9717,12.9766,13.0495,12.9465,-0.08%
"Nov 02, 1998",12.8899,12.9833,13.0016,12.8542,-0.63%
"Nov 03, 1998",12.8473,12.8798,12.8901,12.7966,-0.33%
"Nov 04, 1998",12.8445,12.8465,12.8678,12.7806,-0.02%
"Nov 05, 1998",12.8619,12.8263,12.8919,12.765,0.14%
"Nov 06, 1998",12.8671,12.8596,12.8966,12.8192,0.04%
"Nov 09, 1998",12.8716,12.8434,12.9047,12.8183,0.03%
"Nov 10, 1998",12.8379,12.8425,12.879,12.8203,-0.26%
"Nov 11, 1998",12.8743,12.8313,12.8782,12.8036,0.28%
"Nov 12, 1998",12.8579,12.8674,12.8811,12.7898,-0.13%
"Nov 13, 1998",12.8852,12.8431,12.9374,12.8402,0.21%
"Nov 16, 1998",12.9846,12.8879,12.999,12.8719,0.77%
"Nov 17, 1998",12.9839,12.9633,13.0107,12.9433,-0.01%
"Nov 18, 1998",12.9318,12.9629,12.9912,12.9216,-0.40%
"Nov 19, 1998",12.9015,12.9209,12.9472,12.8921,-0.23%
